idx,f1,f2,f3,f4,f5,f6,f7,f8
1264,0.37,0.62,0.34,0.681445586,0.5,0,0.51,0.22
1265,0.34,0.614441538,0.636150228,0.18,0.5,0,0.52,0.32
1266,0.34,0.4,0.3,0.23,0.5,0,0.51,0.22
1267,0.45,0.57,0.3,0.17,0.5,0,0.51,0.22
1268,0.5,0.53,0.45,0.44,0.5,0,0.49,0.22
1269,0.67,0.51,0.53,0.28,0.5,0,0.51,0.22
1270,0.59,0.57,0.46,0.14,0.5,0,0.52,0.22
1271,0.42,0.32,0.61,0.13,0.5,0,0.14,0.27
1272,0.4,0.51,0.42,0.13,0.5,0,0.45,0.25
1273,0.65,0.61,0.39,0.3,0.5,0,0.57,0.28
1274,0.85,0.56,0.33,0.38,1,0,0.55,0.25
1275,0.53,0.5,0.54,0.56,0.5,0,0.49,0.41
1276,0.36,0.35,0.47,0.22,0.5,0,0.44,0.31
1277,0.87,0.83,0.57,0.36,0.5,0,0.36,0.367441177
1278,0.43,0.45,0.54,0.14,0.5,0,0.5,0.31
1279,0.77,0.6,0.42,0.33,0.5,0,0.57,0.22
1280,0.58,0.76,0.4,0.37,0.5,0,0.54,0.3
1281,0.94,0.6,0.33,0.345780365,0.5,0,0.54,0.22
1282,0.43,0.38,0.51,0.449730465,0.5,0,0.46,0.798310785
1283,0.54,0.54,0.49,0.14,0.5,0,0.56,0.22
1284,0.53,0.44,0.47,0.22,0.5,0,0.53,0.22
1285,0.46,0.47,0.46,0.16,0.5,0,0.51,0.025275934
1286,0.62,0.64,0.56,0.2,0.5,0,0.48,0.33
1287,0.46,0.32,0.58,0.17,0.5,0,0.61,0.25
1288,0.49,0.62,0.65,0.18,0.5,0,0.46,0.43
1289,0.5,0.62,0.54,0.66,0.5,0,0.49,0.22
1290,0.26,0.38,0.52,0.36,0.5,0.501427025,0.48,0.56
1291,0.45,0.48,0.63,0.67,0.5,0,0.48,0.22
1292,0.5,0.49,0.314585582,0.47,0.5,0,0.49,0.36
1293,0.43,0.39,0.59,0.13,0.5,0,0.41,0.43
1294,0.6,0.59,0.45,0.23,0.5,0,0.55,0.22
1295,0.46,0.55,0.61,0.13,0.5,0,0.47,0.22
1296,0.89,0.52,0.41,0.26,0.5,0,0.52,0.31
1297,0.4,0.68,0.5,0.82,0.5,0,0.44,0.36
1298,0.51,0.42,0.56,0.38,0.863303308,0,0.46,0.22
1299,0.6,0.51,0.6,0.38,0.5,0.83,0.349912619,0.24
1300,0.56,0.5,0.61,0.49,0.5,0,0.46,0.28
1301,0.36,0.38,0.56,0.44,0.5,0,0.48,0.22
1302,0.55,0.5,0.6,0.31,0.5,0,0.46,0.27
1303,0.65,0.53,0.55,0.52,0.5,0,0.47,0.27
1304,0.58,0.53,0.5,0.53,0.5,0,0.47,0.31
1305,0.4,0.74,0.49,0.16,0.5,0,0.51,0.22
1306,0.51,0.56,0.51,0.42,0.5,0,0.53,0.36
1307,0.52,0.38,0.62,0.12,0.5,0,0.41,0.28
1308,0.492305423,0.6,0.5,0.27,0.5,0,0.55,0.22
1309,0.61,0.59,0.47,0.49,0.5,0,0.54,0.22
1310,0.58,0.38,0.4,0.21,0.5,0,0.386859763,0.22
1311,0.53,0.41,0.5,0.24,1,0,0.47,0.22
1312,0.58,0.56,0.52,0.438349095,0.5,0,0.57,0.35
1313,0.49,0.6,0.55,0.17,0.5,0,0.44,0.22
1314,0.56,0.63,0.52,0.2,0.5,0,0.34,0.26
1315,0.37,0.41,0.45,0.14,0.5,0,0.47,0.22
1316,0.35,0.5,0.44,0.27,0.5,0,0.51,0.22
1317,0.539146274,0.34,0.61,0.13,0.5,0,0.49,0.26
1318,0.64,0.76,0.51,0.18,0.5,0,0.46,0.22
1319,0.7,0.51,0.47,0.24,0.5,0,0.53,0.25
1320,0.25,0.36,0.58,0.3,0.5,0,0.58,0.31
1321,0.41,0.49,0.58,0.22,0.5,0,0.52,0.22
1322,0.56,0.48,0.5,0.3,0.5,0.343960158,0.51,0.22
1323,0.56,0.68,0.52,0.39,0.5,0,0.36,0.22
1324,0.5,0.57,0.62,0.25,0.5,0.185038172,0.51,0.22
1325,0.41,0.48,0.54,0.24,0.5,0,0.37,0.51
1326,0.74,0.72,0.5,0.28,0.5,0,0.49,0.27
1327,0.31,0.3,0.34,0.19,0.5,0,0.55,0.3
1328,0.77,0.78,0.51,0.28,0.5,0,0.33,0.22
1329,0.49,0.6,0.3,0.34,0.5,0.24306489,0.5,0.43
1330,0.37,0.51,0.39,0.18,0.5,0,0.51,0.27
1331,0.27,0.49,0.672892864,0.26,0.5,0,0.49,0.26
1332,0.25,0.39,0.5,0.23,0.5,0,0.5,0.28
1333,0.38,0.26,0.6,0.1,0.5,0,0.48,0.44
1334,0.33,0.21,0.53,0.574926191,1,0,0.52,0.5
1335,0.49,0.45,0.57,0.24,0.5,0,0.47,0.38
1336,0.404738997,0.28,0.48,0.06,0.5,0,0.49,0.42
1337,0.45,0.45,0.52,0.17,0.5,0,0.54,0.22
1338,0.28,0.51,0.55,0.19,0.5,0,0.57,0.22
1339,0.45,0.27,0.5,0.33,0.5,0,0.53,0.26
1340,0.36,0.33,0.38,0.15,0.5,0,0.55,0.36
1341,0.46,0.43,0.5,0.24,0.5,0,0.48,0.577974357
1342,0.68,0.53,0.44,0.31,0.5,0,0.51,0.22
1343,0.39,0.16,0.59,0.08,0.5,0,0.51,0.27
1344,0.47,0.43,0.48,0.16,0.5,0,0.46,0.27
1345,0.52,0.5,0.51,0.2,0.5,0,0.51,0.22
1346,0.36,0.48,0.5,0.13,0.5,0,0.49,0.6
1347,0.31,0.39,0.55,0.28,0.974413371,0,0.46,0.338289219
1348,0.51,0.61,0.5,0.23,0.5,0,0.52,0.61
1349,0.4,0.6,0.5,0.16,0.5,0,0.51,0.22
1350,0.53,0.46,0.54,0.37,0.5,0,0.51,0.3
1351,0.45,0.66,0.39,0.11,0.5,0,0.54,0.739311064
1352,0.55,0.45,0.58,0.25,0.5,0,0.49,0.010561358
1353,0.45,0.52,0.5,0.12,0.5,0,0.6,0.22
1354,0.398685383,0.49,0.54,0.15,0.5,0,0.5,0.35
1355,0.38,0.44,0.55,0.44,0.5,0,0.47,0.51
1356,0.27,0.31,0.55,0.13,0.5,0,0.5,0.22
1357,0.5,0.56,0.63,0.723379004,0.5,0,0.42,0.22
1358,0.59,0.51,0.48,0.12,0.5,0,0.54,0.31
1359,0.61,0.48,0.56,0.19,0.5,0,0.53,0.31
1360,0.37,0.44,0.985321619,0.48,0.5,0,0.36,0.27
1361,0.395824241,0.64,0.45,0.26,0.5,0.243964052,0.43,0.22
1362,0.35,0.21,1,0.8,0.5,0,0.13,0.01
1363,0.56,0.35,0.47,0.41,0.5,0,0.5,0.22
1364,0.52,0.43,0.61,0.22,0.5,0,0.45,0.22
1365,0.52,0.655755569,0.61743557,0.22,0.5,0,0.45,0.22
1366,0.32,0.44,0.54,0.21,0.5,0,0.4,0.19
1367,0.48,0.41,0.52,0.33,0.5,0,0.51,0.26
1368,0.46,0.54,0.59,0.41,0.5,0,0.53,0.21
1369,0.38,0.5,0.52,0.44,0.5,0,0.54,0.11
1370,0.37,0.850110127,0.62,0.43,0.5,0.720483519,0.44,0.39
1371,0.77,0.86,0.44,0.27,0.5,0,0.48,0.22
1372,0.5,0.185930385,0.35372504,0.23,0.5,0,0.53,0.68
1373,0.52,0.54,0.47,0.49,0.5,0,0.54,0.22
1374,0.49,0.38,0.56,0.09,0.5,0,0.46,0.22
1375,0.41,0.49,0.47,0.09,0.5,0,0.49,0.22
1376,0.41,0.4,0.675148286,0.17,0.5,0,0.56,0.22
1377,0.39,0.71,0.38,0.14,0.5,0,0.5,0.22
1378,0.39,0.3,0.267914761,0.2,0.5,0,0.43,0.47
1379,0.77,0.82,0.926592893,0.36,0.5,0,0.38,0.22
1380,0.42,0.28,0.33,0.23,0.5,0,0.39,0.26
1381,0.47,0.37,0.46,0.28,0.650261415,0,0.52,0.99
1382,0.48,0.5,0.47,0.29,0.5,0,0.46,0.27
1383,0.49,0.49,0.52,0.18,0.5,0,0.51,0.25
1384,0.56,0.59,0.45,0.15,0.5,0,0.54,0.22
1385,0.7,0.57,0.34,0.19,0.5,0,0.53,0.190775967
1386,0.47,0.44,0.53,0.18,0.5,0,0.47,0.29
1387,0.42,0.28,0.49,0.22,0.5,0,0.55,0.34
1388,0.47,0.5,0.47,0.22,0.5,0,0.53,0.45
1389,0.33,0.47,0.55,0.24,0.5,0,0.45,0.67
1390,0.55,0.4,0.62,0.22,0.5,0,0.37,0.28
1391,0.54,0.47,0.58,0.4,0.5,0,0.46,0.27
1392,0.46,0.5,0.5,0.28,0.5,0,0.5,0.37
1393,0.38,0.58,0.46,0.21,0.5,0,0.52,0.22
1394,0.55,0.47,0.53,0.2,0.5,0,0.4,0.22
1395,0.47,0.32,0.51,0.24,0.5,0.149160569,0.54,0.27
1396,0.61,0.5,0.61,0.21,0.5,0,0.55,0.54
1397,0.52,0.56,0.55,0.16,0.5,0,0.53,0.39
1398,0.41,0.42,0.23,0.16,0.5,0,0.4,0.22
1399,0.4,0.65,0.38,0.17,0.5,0.719730827,0.57,0.22
1400,0.36,0.37,0.63,0.25,0.5,0,0.3,0.22
1401,0.49,0.55,0.41,0.19,0.5,0,0.48,0.31
1402,0.88,0.72,0.32,0.3,0.5,0,0.52,0.33
1403,0.28,0.18,0.72,0.26,0.5,0,0.49,0.25
1404,0.58,0.43,0.32,0.11,0.5,0.383127884,0.49,0.22
1405,0.75,0.76,0.58,0.22,0.5,0,0.147069445,0.22
1406,0.51,0.59,0.55,0.084064352,0.5,0,0.52,0.22
1407,0.5,0.49,0.46,0.22,0.5,0,0.53,0.25
1408,0.62,0.42,0.47,0.16,0.5,0,0.52,0.22
1409,0.5,0.929926442,0.52,0.18,0.99018626,0,0.52,0.22
1410,0.59,0.51,0.47,0.21,0.5,0,0.47,0.22
1411,0.49,0.48,0.52,0.24,0.5,0,0.724850748,0.22
1412,0.57,0.35,0.5,0.43,0.5,0,0.53,0.22
1413,0.49,0.51,0.52,0.13,0.5,0,0.51,0.391525543
1414,0.63,0.43,0.48,0.11,0.5,0,0.51,0.22
1415,0.310907642,0.43,0.48,0.11,0.5,0,0.51,0.22
1416,0.55,0.79,0.475667643,0.25,0.5,0,0.51,0.22
1417,0.31,0.31,0.57,0.15,0.5,0,0.5,0.22
1418,0.33,0.36,0.62,0.26,0.5,0,0.55,0.22
1419,0.47,0.56,0.58,0.19,0.5,0,0.44,0.64
1420,0.4,0.56,0.53,0.15,0.5,0,0.49,0.22
1421,0.44,0.49,0.49,0.27,0.5,0,0.52,0.40458454
1422,0.49,0.46,0.54,0.18,0.5,0,0.35,0.22
1423,0.59,0.202512473,0.41,0.53,0.523673871,0,0.48,0.56
1424,0.33,0.46,0.53,0.12,0.5,0,0.5,0.27
1425,0.5,0.5,0.48,0.34,0.5,0,0.52,0.27
1426,0.36,0.52,0.61,0.33,0.5,0,0.52,0.37
1427,0.52,0.51,0.48,0.12,0.5,0,0.54,0.31
1428,0.551895858,0.46,0.49,0.27,0.5,0,0.59,0.22
1429,0.55,0.44,0.5,0.367170871,0.5,0,0.55,0.787631418
1430,0.66,0.37,0.6,0.330088782,0.5,0,0.69,0.22
1431,0.51,0.49,0.48,0.55,0.5,0,0.52,0.58
1432,0.68,0.68,0.35,0.16,0.5,0,0.62,0.22
1433,0.57,0.54,0.32,0.15,0.5,0,0.52,0.25
1434,0.46,0.52,0.51,0.13,0.5,0,0.47,0.22
1435,0.53,0.52,0.773863222,0.27,0.5,0,0.51,0.22
1436,0.54,0.44,0.38,0.22,0.5,0,0.54,0.3
1437,0.8,0.82,0.4,0.31,0.5,0,0.57,0.25
1438,0.4,0.4,0.43,0.19,0.5,0.83,0.307263974,0.22
1439,0.77,0.7,0.37,0.12,0.5,0,0.454990049,0.26
1440,0.47,0.61,0.32,0.27,0.5,0,0.5,0.3
1441,0.55,0.35,0.36,0.741771493,0.5,0,0.51,0.22
1442,0.32,0.45,0.582839286,0.14,0.5,0,0.45,0.22
1443,0.63,0.65,0.42,0.18,0.5,0,0.54,0.27
1444,0.47,0.4,0.63,0.19,0.5,0,0.52,0.32
1445,0.38,0.44,0.57,0.14,0.5,0,0.53,0.52
1446,0.63,0.71,0.44,0.53,0.5,0,0.52,0.22
1447,0.51,0.59,0.46,0.13,0.5,0,0.48,0.22
1448,0.401937979,0.24,0.51,0.15,0.625841867,0,0.54,0.4
1449,0.38,0.4,0.39,0.19,0.5,0,0.46,0.62
1450,0.59,0.67,0.54,0.19,0.5,0,0.48,0.6
1451,0.38,0.4,0.66,0.35,0.5,0,0.43,0.11
1452,0.65,0.54,0.54,0.13,0.5,0,0.53,0.22
1453,0.48,0.42,0.52,0.24,0.5,0,0.56,0.22
1454,0.58,0.51,0.49,0.27,0.5,0,0.57,0.29
1455,0.63,0.57,0.59,0.4,0.5,0,0.38,0.22
1456,0.48,0.23,0.57,0.27,0.5,0,0.48,0.47
1457,0.59,0.6,0.49,0.43,0.5,0,0.53,0.31
1458,0.37,0.46,0.4,0.27,0.5,0,0.45,0.22
1459,0.42,0.31,0.62,0.12,0.5,0,0.4,0.22
1460,0.8,0.46,0.5,0.15,0.5,0,0.53,0.22
1461,0.35,0.39,0.57,0.11,0.5,0,0.48,0.22
1462,0.29,0.43,0.4,0.15,0.5,0,0.53,0.22
1463,0.4,0.34,0.52,0.17,0.5,0,0.47,0.51
1464,0.37,0.751779351,0.58,0.24,0.5,0,0.44,0.18
1465,0.37,0.436681357,0.64,0.35,0.5,0,0.47,0.22
1466,0.66,0.62,0.52,0.420834779,0.5,0,0.49,0.22
1467,0.3,0.5,0.34,0.26,0.5,0,0.51,0.22
1468,0.75,0.66,0.64,0.39,0.5,0,0.46,0.32
1469,0.31,0.42,0.48,0.17,0.5,0,0.49,0.513516134
1470,0.28,0.46,0.26,0.18,0.620773758,0,0.39,0.22
1471,0.45,0.53,0.47,0.43,0.5,0,0.5,0.27
1472,0.69,0.7,0.5,0.3,0.5,0,0.54,0.22
1473,0.61,0.46,0.54,0.045922378,0.5,0,0.162622589,0.22
1474,0.38,0.38,0.54,0.24,0.5,0,0.54,0.22
1475,0.41,0.49,0.65,0.28,0.5,0,0.441554275,0.57
1476,0.54,0.44,0.35,0.19,0.5,0,0.62415017,0.27
1477,0.64,0.31,0.53,0.15,0.5,0,0.53,0.31
1478,0.36,0.5,0.39,0.23,0.5,0,0.5,0.22
1479,0.54,0.43,0.48,0.27,0.5,0,0.44,0.41
1480,0.487868104,0.46,0.51,0.25,0.5,0,0.54,0.22
1481,0.4,0.43,0.49,0.17,0.679941109,0,0.51,0.36
1482,0.35,0.29,0.46,0.14,0.926599903,0,0.54,0.66
1483,0.67,0.57,0.36,0.19,0.5,0,0.56,0.22
